sr_no,timestamp,road_type,harsh_event,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,event_class
1,20-2-2023_15:27:41:559333,paved,sudden-right-turn,-0.78508019,0.03978663,0.29122734,-0.02131227,0.00202563,0.00593681,-103.10934448,-91.28819274,94.92955780,0
2,20-2-2023_15:27:41:896046,paved,sudden-right-turn,-0.12404472,-0.94697656,-2.41039466,-0.03968836,-0.00010493,0.00114305,-103.10934448,-91.28819274,94.92955780,0
3,20-2-2023_15:27:41:906563,paved,sudden-right-turn,-0.60305595,-0.74579181,-0.27400588,-0.03569355,0.00415619,-0.00018855,-101.34679412,-91.28819274,93.26412963,0
4,20-2-2023_15:27:41:914563,paved,sudden-right-turn,-0.37313055,-0.59250822,-1.26076889,-0.04315052,0.00069403,-0.00231912,-101.34679412,-91.28819274,93.26412963,0
5,20-2-2023_15:27:41:938561,paved,sudden-right-turn,-0.84256162,-0.19971895,0.45409011,-0.04101996,0.00202563,-0.00338440,-99.58424377,-86.94113159,94.92955780,0
6,20-2-2023_15:27:41:938561,paved,sudden-right-turn,-0.34438991,-0.21887946,-0.81049919,-0.03622620,-0.00063757,0.00034409,-99.58424377,-86.94113159,94.92955780,0
7,20-2-2023_15:27:41:946556,paved,sudden-right-turn,-0.64137687,-0.40090370,-0.20694541,-0.03569355,0.00016139,0.00087673,-100.46551513,-91.28819274,96.59499359,0
8,20-2-2023_15:27:41:954556,paved,sudden-right-turn,-0.73717918,-0.13265740,-0.55183219,-0.02983452,-0.00037125,-0.00018855,-100.46551513,-91.28819274,96.59499359,0
9,20-2-2023_15:27:41:981496,paved,sudden-right-turn,-0.81382093,-1.26312398,-0.54225158,-0.04341684,0.00096035,-0.00152016,-100.46551513,-91.28819274,94.92955780,0
10,20-2-2023_15:27:42:29900,paved,sudden-right-turn,-0.49767351,-0.54460706,-0.75301742,-0.01918171,-0.00196917,0.00140937,-100.46551513,-91.28819274,94.92955780,0
11,20-2-2023_15:27:42:77894,paved,sudden-right-turn,-0.32522945,-1.75171542,-1.88348388,-0.05114012,0.00522147,-0.00311808,-100.46551513,-86.94113159,94.92955780,0
12,20-2-2023_15:27:42:133851,paved,sudden-right-turn,-0.43061199,0.10684819,-0.86797904,-0.02903555,-0.00117021,-0.00098752,-100.46551513,-86.94113159,94.92955780,0
13,20-2-2023_15:27:42:181842,paved,sudden-right-turn,-0.14320516,-1.88583850,-2.12298965,-0.05992869,0.00016139,-0.00125384,-99.58424377,-86.94113159,93.26412963,0
14,20-2-2023_15:27:42:237872,paved,sudden-right-turn,-0.77550005,0.16432952,-0.54225158,-0.01864907,0.00522147,0.00460521,-99.58424377,-86.94113159,93.26412963,0
15,20-2-2023_15:27:42:285827,paved,sudden-right-turn,-0.57431530,-1.47388911,-1.65355873,-0.06445613,-0.00117021,-0.00045487,-100.46551513,-86.94113159,98.26041412,0
16,20-2-2023_15:27:42:341856,paved,sudden-right-turn,-0.75633955,-0.46796522,0.23374557,-0.01731747,-0.00170285,0.00300729,-100.46551513,-86.94113159,98.26041412,0
17,20-2-2023_15:27:42:389853,paved,sudden-right-turn,-0.28690857,-1.80919666,-2.76486396,-0.05939605,0.00388987,-0.00391704,-99.58424377,-86.94113159,94.92955780,0
18,20-2-2023_15:27:42:445846,paved,sudden-right-turn,-0.62221646,-0.91823587,-0.51351165,-0.02504075,0.00149299,0.00034409,-99.58424377,-86.94113159,94.92955780,0
19,20-2-2023_15:27:42:493840,paved,sudden-right-turn,-0.16236561,-1.94331979,-2.28585243,-0.05566757,0.00096035,-0.00471600,-101.34679412,-95.63524627,94.92955780,0
20,20-2-2023_15:27:42:549801,paved,sudden-right-turn,-0.65095710,-0.68831052,-0.29316711,-0.04075364,-0.00756190,-0.00205280,-101.34679412,-95.63524627,94.92955780,0
21,20-2-2023_15:27:42:597787,paved,sudden-right-turn,-0.21984696,-1.12900090,-0.67637634,-0.03196507,-0.00330077,-0.00365072,-100.46551513,-82.59407806,98.26041412,0
22,20-2-2023_15:27:42:645782,paved,sudden-right-turn,-0.31564922,-2.15408492,-2.06550788,-0.05007485,-0.00623029,-0.00418336,-100.46551513,-82.59407806,98.26041412,0
23,20-2-2023_15:27:42:701788,paved,sudden-right-turn,-0.65095710,-0.23803985,0.48283195,-0.01279002,0.00415619,0.00567049,-100.46551513,-91.28819274,98.26041412,0
24,20-2-2023_15:27:42:757773,paved,sudden-right-turn,-0.32522945,-1.30144476,-1.07874488,-0.04208524,-0.00037125,0.00167569,-100.46551513,-91.28819274,98.26041412,0
25,20-2-2023_15:27:42:805810,paved,sudden-right-turn,0.04839933,-1.62717270,-1.11706542,-0.03942203,-0.00330077,-0.00072119,-98.70295715,-95.63524627,94.92955780,0
