sr_no,timestamp,road_type,harsh_event,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,event_class
1,22-3-2023 19:4:12:564781,paved,sudden-acc,-2.027720,-0.172703,-1.545315,-0.026954,-0.082153,0.046353,-96.938346,96.219497,96.773284,0
2,22-3-2023 19:4:12:931730,paved,sudden-acc,-1.433746,-1.034923,2.143072,-0.004849,0.048876,0.030108,-96.938346,96.219497,96.773284,0
3,22-3-2023 19:4:12:934166,paved,sudden-acc,-0.494884,-2.471957,-0.156181,0.047083,-0.128759,0.012264,-96.938346,100.593116,93.436279,0
4,22-3-2023 19:4:12:942167,paved,sudden-acc,-3.311470,-0.565492,1.022184,-0.060510,0.031565,0.019455,-96.938346,100.593116,93.436279,0
5,22-3-2023 19:4:12:990161,paved,sudden-acc,-2.209744,5.192223,1.271271,0.029772,0.002537,0.033836,-98.039916,96.219497,93.436279,0
6,22-3-2023 19:4:13:6168,paved,sudden-acc,-3.110285,-0.843318,3.311859,0.014592,0.034495,0.037032,-98.039916,96.219497,93.436279,0
7,22-3-2023 19:4:13:22163,paved,sudden-acc,-3.570136,1.312232,4.471067,-0.047194,0.103472,0.025580,-94.735198,100.593116,91.767768,0
8,22-3-2023 19:4:13:38164,paved,sudden-acc,0.261954,2.270255,3.647165,-0.074625,0.033430,0.000812,-94.735198,100.593116,91.767768,0
9,22-3-2023 19:4:13:54162,paved,sudden-acc,-4.001246,-0.383468,1.443716,-0.102589,0.024108,0.028510,-95.836776,100.593116,91.767768,0
10,22-3-2023 19:4:13:70157,paved,sudden-acc,0.146991,-1.331910,-2.091387,-0.090605,-0.040874,0.010400,-95.836776,100.593116,91.767768,0
11,22-3-2023 19:4:13:78159,paved,sudden-acc,1.861851,-0.833738,-3.039829,-0.040004,-0.071767,0.005872,-98.039916,96.219497,93.436279,0
12,22-3-2023 19:4:13:94149,paved,sudden-acc,1.085853,-3.372498,-2.330893,-0.093001,-0.009714,0.005606,-98.039916,96.219497,93.436279,0
13,22-3-2023 19:4:13:110154,paved,sudden-acc,1.881012,-7.060884,-6.230044,-0.097795,0.000140,0.026379,-94.735198,100.593116,93.436279,0
14,22-3-2023 19:4:13:158157,paved,sudden-acc,-1.567869,-0.613393,-1.966845,0.005803,-0.201997,0.034635,-94.735198,100.593116,93.436279,0
15,22-3-2023 19:4:13:198182,paved,sudden-acc,-1.079277,1.819984,-5.022936,-0.052521,-0.192410,0.016792,-93.633636,94.032691,93.436279,0
16,22-3-2023 19:4:13:246137,paved,sudden-acc,-1.405005,-2.194130,2.296356,-0.078354,0.145817,0.024249,-93.633636,94.032691,93.436279,0
17,22-3-2023 19:4:13:294131,paved,sudden-acc,-1.529548,0.478753,-1.027983,-0.115905,0.040088,0.011465,-96.938346,91.845886,90.099258,0
18,22-3-2023 19:4:13:334129,paved,sudden-acc,2.082197,4.234200,1.003025,0.050279,-0.076561,-0.033543,-96.938346,91.845886,90.099258,0
19,22-3-2023 19:4:13:382115,paved,sudden-acc,6.240014,-2.424056,-3.030249,0.028441,-0.363121,-0.006645,-99.141502,96.219497,93.436279,0
20,22-3-2023 19:4:13:430106,paved,sudden-acc,-4.585639,2.337316,5.199165,0.015391,-0.183888,-0.005047,-99.141502,96.219497,93.436279,0
21,22-3-2023 19:4:13:470109,paved,sudden-acc,-1.759473,1.302652,-1.708178,0.080107,-0.233157,0.031173,-96.938346,98.406311,91.767768,0
22,22-3-2023 19:4:13:518096,paved,sudden-acc,1.430741,-1.101984,-9.573544,-0.024823,-0.053657,0.039429,-96.938346,98.406311,91.767768,0
