sr_no,timestamp,road_type,harsh_event,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,event_class
1,20-2-2023_15:21:32:311217,paved,sudden-left-turn,0.46139326,-0.68056955,-2.18970870,-0.06072926,-0.00934251,-0.00803541,-17.16016578,-46.72931671,45.66299057,0
2,20-2-2023_15:21:32:662921,paved,sudden-left-turn,0.23146784,-0.58476734,-2.45795440,-0.04421740,-0.00614667,-0.00510589,-17.16016578,-46.72931671,45.66299057,0
3,20-2-2023_15:21:32:670871,paved,sudden-left-turn,-0.02719820,-0.32610125,-1.20294570,-0.04341845,-0.00454875,-0.00803541,-17.16016578,-47.95903778,44.71167373,0
4,20-2-2023_15:21:32:678839,paved,sudden-left-turn,0.29852941,-0.62308826,-1.69153594,-0.05273965,-0.00428243,-0.00457325,-17.16016578,-47.95903778,44.71167373,0
5,20-2-2023_15:21:32:702835,paved,sudden-left-turn,-0.24754338,-0.09617585,-1.22210502,-0.02770555,-0.00188555,-0.00430693,-8.58008003,-45.49959945,48.51692581,0
6,20-2-2023_15:21:32:702835,paved,sudden-left-turn,0.17398649,-0.51770582,-1.00176048,-0.03170036,-0.01386995,-0.01069861,-8.58008003,-45.49959945,48.51692581,0
7,20-2-2023_15:21:32:710837,paved,sudden-left-turn,0.61467685,-0.80511245,-2.08432579,-0.05167437,-0.01040779,-0.01016597,-8.58008003,-45.49959945,45.66299057,0
8,20-2-2023_15:21:32:718833,paved,sudden-left-turn,-0.33376545,0.45947713,-0.68561172,-0.03649412,0.00104398,-0.00830173,-8.58008003,-45.49959945,45.66299057,0
9,20-2-2023_15:21:32:726833,paved,sudden-left-turn,-0.19964223,-0.35484194,-1.27958679,-0.03889100,0.00344086,-0.00590485,-25.74025154,-50.41847610,43.76036453,0
10,20-2-2023_15:21:32:774843,paved,sudden-left-turn,0.46139326,-1.35118532,-2.82200241,-0.04901117,0.00397350,-0.01123125,-25.74025154,-50.41847610,43.76036453,0
11,20-2-2023_15:21:32:830833,paved,sudden-left-turn,-0.69781394,0.15290997,-1.36580848,-0.03356460,0.00530510,-0.00563853,-8.58008003,-47.95903778,46.61430358,0
12,20-2-2023_15:21:32:878826,paved,sudden-left-turn,-1.07144260,-0.35484194,-1.18378448,-0.02983612,0.02021903,-0.00750277,-8.58008003,-47.95903778,46.61430358,0
13,20-2-2023_15:21:32:934819,paved,sudden-left-turn,-0.07509935,-1.86851739,-1.88314056,-0.05327229,0.00290822,-0.01256285,8.58008575,-46.72931671,45.66299057,0
14,20-2-2023_15:21:32:990817,paved,sudden-left-turn,-1.58877468,0.00920659,-0.62812995,-0.03170036,0.01968639,-0.00936701,8.58008575,-46.72931671,45.66299057,0
15,20-2-2023_15:21:33:38844,paved,sudden-left-turn,-1.10976362,-0.31652104,-1.03050041,-0.02078123,0.03246975,-0.00697013,8.58008575,-49.18875503,47.56561279,0
16,20-2-2023_15:21:33:86840,paved,sudden-left-turn,-0.41040725,-1.08293903,-1.14546394,-0.05034277,0.01435998,-0.00510589,8.58008575,-49.18875503,47.56561279,0
17,20-2-2023_15:21:33:142831,paved,sudden-left-turn,-1.76121878,-1.69607329,1.14420890,-0.01731907,0.02847495,-0.00244269,-17.16016578,-46.72931671,47.56561279,0
18,20-2-2023_15:21:33:190822,paved,sudden-left-turn,-0.98522071,0.80436525,0.10954667,-0.00560098,0.02421383,-0.00856805,-17.16016578,-46.72931671,47.56561279,0
19,20-2-2023_15:21:33:246786,paved,sudden-left-turn,-1.26304721,-1.67691302,-2.90822410,-0.02504235,0.01995271,-0.00563853,-17.16016578,-47.95903778,46.61430358,0
20,20-2-2023_15:21:33:294807,paved,sudden-left-turn,-0.93731956,-0.49854526,1.07714843,-0.01598747,0.00051133,-0.00537221,-17.16016578,-47.95903778,46.61430358,0
21,20-2-2023_15:21:33:350755,paved,sudden-left-turn,-2.36477279,2.54796600,4.16198158,0.01064455,0.00876726,-0.00936701,-25.74025154,-49.18875503,45.66299057,0
